Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Month,Day,Hour,DayOfWeek
THEFT,RESIDENCE,False,False,2232,22.0,24.0,25.0,2002,1,14,14,Monday
NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,24.0,25.0,2002,1,11,13,Friday
ASSAULT,RESIDENCE,False,True,2211,22.0,24.0,25.0,2002,1,21,11,Monday
PROSTITUTION,STREET,True,False,311,3.0,24.0,25.0,2002,1,15,10,Tuesday
THEFT,RESIDENCE,False,False,524,5.0,24.0,25.0,2002,1,21,0,Monday
CRIMINAL DAMAGE,APARTMENT,False,False,512,5.0,24.0,25.0,2002,1,21,12,Monday
NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,24.0,25.0,2002,1,11,14,Friday
THEFT,CHA PARKING LOT/GROUNDS,False,False,533,5.0,24.0,25.0,2002,1,20,15,Sunday
OTHER OFFENSE,STREET,True,False,513,5.0,24.0,25.0,2002,1,19,19,Saturday
BATTERY,RESIDENCE,False,False,224,2.0,24.0,25.0,2002,1,18,21,Friday
BATTERY,SIDEWALK,False,False,211,2.0,24.0,25.0,2002,1,18,22,Friday
BATTERY,VACANT LOT/LAND,False,False,234,2.0,24.0,25.0,2002,1,18,9,Friday
BATTERY,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,19,13,Saturday
OTHER OFFENSE,RESIDENCE,False,False,433,4.0,24.0,25.0,2002,1,22,21,Tuesday
BURGLARY,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,22,11,Tuesday
SEX OFFENSE,STREET,True,False,513,5.0,24.0,25.0,2002,1,22,21,Tuesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,17,10,Thursday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,16,15,Wednesday
BATTERY,SIDEWALK,False,True,522,5.0,24.0,25.0,2002,1,22,7,Tuesday
BATTERY,"SCHOOL, PUBLIC, BUILDING",True,False,2112,2.0,24.0,25.0,2002,1,16,10,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,21,18,Monday
CRIMINAL DAMAGE,RESIDENCE-GARAGE,False,False,523,5.0,24.0,25.0,2002,1,22,9,Tuesday
BATTERY,RESIDENCE,True,True,2211,22.0,24.0,25.0,2002,1,23,2,Wednesday
CRIMINAL DAMAGE,CHA APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,21,10,Monday
NARCOTICS,SIDEWALK,True,False,2234,22.0,24.0,25.0,2002,1,17,18,Thursday
BATTERY,RESIDENCE,False,True,2212,22.0,24.0,25.0,2002,1,22,18,Tuesday
ASSAULT,CHA PARKING LOT/GROUNDS,False,False,533,5.0,24.0,25.0,2002,1,21,9,Monday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,17,18,Thursday
CRIMINAL DAMAGE,STREET,False,False,531,5.0,24.0,25.0,2002,1,22,18,Tuesday
NARCOTICS,STREET,True,False,523,5.0,24.0,25.0,2002,1,17,12,Thursday
NARCOTICS,STREET,True,False,533,5.0,24.0,25.0,2002,1,16,13,Wednesday
CRIMINAL DAMAGE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,21,22,Monday
CRIMINAL DAMAGE,STREET,False,False,522,5.0,24.0,25.0,2002,1,21,23,Monday
CRIMINAL DAMAGE,STREET,False,False,522,5.0,24.0,25.0,2002,1,6,9,Sunday
ASSAULT,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,17,17,Thursday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,531,5.0,24.0,25.0,2002,1,21,14,Monday
BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,True,True,211,2.0,24.0,25.0,2002,1,20,6,Sunday
ROBBERY,STREET,False,False,213,2.0,24.0,25.0,2002,1,20,9,Sunday
BATTERY,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,20,22,Sunday
BATTERY,STREET,False,False,222,2.0,24.0,25.0,2002,1,21,22,Monday
CRIMINAL DAMAGE,RESIDENCE,False,False,222,2.0,24.0,25.0,2002,1,21,14,Monday
BURGLARY,OTHER,False,False,434,4.0,24.0,25.0,2002,1,22,15,Tuesday
BURGLARY,APARTMENT,False,False,512,5.0,24.0,25.0,2002,1,23,8,Wednesday
BURGLARY,SMALL RETAIL STORE,False,False,512,5.0,24.0,25.0,2002,1,23,8,Wednesday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,6,10,Sunday
ASSAULT,RESIDENCE,False,True,524,5.0,24.0,25.0,2002,1,23,14,Wednesday
BURGLARY,RESIDENCE-GARAGE,False,False,531,5.0,24.0,25.0,2002,1,23,23,Wednesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,17,22,Thursday
CRIMINAL DAMAGE,ALLEY,True,False,524,5.0,24.0,25.0,2002,1,23,3,Wednesday
NARCOTICS,STREET,True,False,2112,2.0,24.0,25.0,2002,1,17,23,Thursday
CRIMINAL DAMAGE,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,23,11,Wednesday
BATTERY,OTHER,False,False,312,3.0,24.0,25.0,2002,1,20,16,Sunday
NARCOTICS,SIDEWALK,True,False,522,5.0,24.0,25.0,2002,1,18,22,Friday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,533,5.0,24.0,25.0,2002,1,17,9,Thursday
OTHER OFFENSE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,23,9,Wednesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,19,22,Saturday
NARCOTICS,SIDEWALK,True,False,512,5.0,24.0,25.0,2002,1,19,11,Saturday
BATTERY,"SCHOOL, PUBLIC, GROUNDS",False,False,531,5.0,24.0,25.0,2002,1,23,9,Wednesday
DECEPTIVE PRACTICE,CURRENCY EXCHANGE,False,False,531,5.0,24.0,25.0,2002,1,23,13,Wednesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,13,11,Sunday
NARCOTICS,STREET,True,False,524,5.0,24.0,25.0,2002,1,18,19,Friday
NARCOTICS,STREET,True,False,2233,22.0,24.0,25.0,2002,1,19,11,Saturday
GAMBLING,STREET,True,False,312,3.0,24.0,25.0,2002,1,9,8,Wednesday
NARCOTICS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,19,11,Saturday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,19,19,Saturday
MOTOR VEHICLE THEFT,STREET,False,False,234,2.0,24.0,25.0,2002,1,22,22,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,524,5.0,24.0,25.0,2002,1,24,7,Thursday
THEFT,CHA APARTMENT,False,False,211,2.0,24.0,25.0,2002,1,21,10,Monday
ROBBERY,STREET,False,False,312,3.0,24.0,25.0,2002,1,24,2,Thursday
ROBBERY,STREET,False,False,312,3.0,24.0,25.0,2002,1,24,12,Thursday
THEFT,STREET,False,False,2212,22.0,24.0,25.0,2002,1,15,1,Tuesday
ASSAULT,RESIDENCE,False,True,522,5.0,24.0,25.0,2002,1,24,21,Thursday
CRIMINAL DAMAGE,RESIDENCE,False,False,2233,22.0,24.0,25.0,2002,1,21,22,Monday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,531,5.0,24.0,25.0,2002,1,24,12,Thursday
OTHER OFFENSE,STREET,True,False,431,4.0,24.0,25.0,2002,1,25,0,Friday
CRIMINAL DAMAGE,CHA APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,25,1,Friday
ASSAULT,APARTMENT,False,True,532,5.0,24.0,25.0,2002,1,24,9,Thursday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,24,5,Thursday
BATTERY,CHA APARTMENT,True,True,533,5.0,24.0,25.0,2002,1,24,21,Thursday
CRIMINAL DAMAGE,RESIDENCE-GARAGE,False,False,433,4.0,24.0,25.0,2002,1,25,0,Friday
BURGLARY,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,24,22,Thursday
NARCOTICS,SIDEWALK,True,False,512,5.0,24.0,25.0,2002,1,20,2,Sunday
BATTERY,STREET,False,False,431,4.0,24.0,25.0,2002,1,25,2,Friday
OTHER OFFENSE,RESIDENCE,False,True,533,5.0,24.0,25.0,2002,1,22,19,Tuesday
BURGLARY,RESIDENCE,False,False,633,6.0,24.0,25.0,2002,1,24,15,Thursday
OTHER OFFENSE,RESIDENCE,False,True,322,3.0,24.0,25.0,2002,1,24,23,Thursday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,513,5.0,24.0,25.0,2002,1,24,13,Thursday
NARCOTICS,CHA PARKING LOT/GROUNDS,True,False,211,2.0,24.0,25.0,2002,1,20,13,Sunday
THEFT,GAS STATION,False,False,531,5.0,24.0,25.0,2002,1,24,13,Thursday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,22,2,Tuesday
CRIMINAL DAMAGE,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,22,22,Tuesday
LIQUOR LAW VIOLATION,PARK PROPERTY,True,False,2212,22.0,24.0,25.0,2002,1,20,20,Sunday
BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,False,2211,22.0,24.0,25.0,2002,1,25,3,Friday
PROSTITUTION,STREET,True,False,511,5.0,24.0,25.0,2002,1,22,3,Tuesday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,20,13,Sunday
NARCOTICS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,20,13,Sunday
THEFT,DRUG STORE,True,False,312,3.0,24.0,25.0,2002,1,23,20,Wednesday
NARCOTICS,STREET,True,False,234,2.0,24.0,25.0,2002,1,21,23,Monday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,20,11,Sunday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,20,13,Sunday
THEFT,DRUG STORE,False,False,2122,2.0,24.0,25.0,2002,1,24,17,Thursday
PROSTITUTION,STREET,True,False,511,5.0,24.0,25.0,2002,1,21,11,Monday
WEAPONS VIOLATION,STREET,True,False,2233,22.0,24.0,25.0,2002,1,24,22,Thursday
BATTERY,COMMERCIAL / BUSINESS OFFICE,False,False,2132,2.0,24.0,25.0,2002,1,23,14,Wednesday
CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,False,False,2112,2.0,24.0,25.0,2002,1,25,4,Friday
SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",False,False,2211,22.0,24.0,25.0,2002,1,22,12,Tuesday
DECEPTIVE PRACTICE,BANK,True,False,2212,22.0,24.0,25.0,2002,1,20,22,Sunday
OTHER OFFENSE,STREET,True,False,2234,22.0,24.0,25.0,2002,1,22,17,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,2234,22.0,24.0,25.0,2002,1,23,23,Wednesday
ASSAULT,RESIDENCE PORCH/HALLWAY,False,False,522,5.0,24.0,25.0,2002,1,24,15,Thursday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,22,10,Tuesday
ASSAULT,CHA APARTMENT,True,False,533,5.0,24.0,25.0,2002,1,22,18,Tuesday
NARCOTICS,STREET,True,False,2234,22.0,24.0,25.0,2002,1,22,14,Tuesday
BATTERY,OTHER,True,False,213,2.0,24.0,25.0,2002,1,24,12,Thursday
ASSAULT,RESIDENCE PORCH/HALLWAY,False,False,234,2.0,24.0,25.0,2002,1,24,22,Thursday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,25,13,Friday
ROBBERY,APARTMENT,False,False,213,2.0,24.0,25.0,2002,1,21,20,Monday
THEFT,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,24,13,Thursday
BATTERY,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,24.0,25.0,2002,1,25,9,Friday
BATTERY,CHA APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,24,15,Thursday
OTHER OFFENSE,APARTMENT,False,True,512,5.0,24.0,25.0,2002,1,25,11,Friday
BATTERY,STREET,False,False,532,5.0,24.0,25.0,2002,1,25,10,Friday
ASSAULT,PARKING LOT/GARAGE(NON.RESID.),True,False,531,5.0,24.0,25.0,2002,1,24,10,Thursday
CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,True,False,511,5.0,24.0,25.0,2002,1,25,23,Friday
BATTERY,STREET,True,False,512,5.0,24.0,25.0,2002,1,26,2,Saturday
BATTERY,RESIDENCE,False,False,533,5.0,24.0,25.0,2002,1,25,10,Friday
BATTERY,STREET,True,False,533,5.0,24.0,25.0,2002,1,25,17,Friday
CRIMINAL DAMAGE,STREET,False,False,531,5.0,24.0,25.0,2002,1,25,12,Friday
OTHER OFFENSE,STREET,False,False,511,5.0,24.0,25.0,2002,1,21,17,Monday
CRIMINAL TRESPASS,RESIDENCE,False,False,2211,22.0,24.0,25.0,2002,1,26,0,Saturday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",True,False,531,5.0,24.0,25.0,2002,1,24,8,Thursday
ASSAULT,PARKING LOT/GARAGE(NON.RESID.),False,False,2211,22.0,24.0,25.0,2002,1,25,20,Friday
ROBBERY,PARKING LOT/GARAGE(NON.RESID.),False,False,512,5.0,24.0,25.0,2002,1,25,23,Friday
BURGLARY,RESIDENCE,False,False,2233,22.0,24.0,25.0,2002,1,24,1,Thursday
ROBBERY,PARKING LOT/GARAGE(NON.RESID.),False,False,512,5.0,24.0,25.0,2002,1,26,2,Saturday
OTHER OFFENSE,VEHICLE NON-COMMERCIAL,False,False,431,4.0,24.0,25.0,2002,1,25,10,Friday
MOTOR VEHICLE THEFT,OTHER,True,False,2234,22.0,24.0,25.0,2002,1,24,17,Thursday
BURGLARY,RESIDENCE,False,False,915,9.0,24.0,25.0,2002,1,25,20,Friday
BATTERY,APARTMENT,True,True,312,3.0,24.0,25.0,2002,1,25,1,Friday
BATTERY,APARTMENT,False,True,311,3.0,24.0,25.0,2002,1,26,0,Saturday
CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",True,False,2112,2.0,24.0,25.0,2002,1,24,9,Thursday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,2112,2.0,24.0,25.0,2002,1,14,14,Monday
BATTERY,SIDEWALK,False,True,312,3.0,24.0,25.0,2002,1,25,16,Friday
DECEPTIVE PRACTICE,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,22,15,Tuesday
DECEPTIVE PRACTICE,STREET,True,False,2233,22.0,24.0,25.0,2002,1,25,19,Friday
CRIMINAL DAMAGE,STREET,False,False,222,2.0,24.0,25.0,2002,1,26,0,Saturday
OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,True,False,531,5.0,24.0,25.0,2002,1,25,9,Friday
THEFT,STREET,False,False,522,5.0,24.0,25.0,2002,1,26,0,Saturday
CRIMINAL DAMAGE,RESIDENCE,False,False,513,5.0,24.0,25.0,2002,1,26,23,Saturday
CRIMINAL DAMAGE,CHA APARTMENT,True,False,533,5.0,24.0,25.0,2002,1,25,9,Friday
BATTERY,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,26,23,Saturday
BATTERY,BAR OR TAVERN,False,True,623,6.0,24.0,25.0,2002,1,22,23,Tuesday
BURGLARY,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,26,22,Saturday
THEFT,STREET,False,False,531,5.0,24.0,25.0,2002,1,26,9,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,522,5.0,24.0,25.0,2002,1,26,12,Saturday
MOTOR VEHICLE THEFT,STREET,False,False,513,5.0,24.0,25.0,2002,1,25,22,Friday
OTHER OFFENSE,APARTMENT,False,True,532,5.0,24.0,25.0,2002,1,26,15,Saturday
BATTERY,STREET,False,False,2211,22.0,24.0,25.0,2002,1,26,14,Saturday
OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,False,True,434,4.0,24.0,25.0,2002,1,27,8,Sunday
THEFT,HOTEL/MOTEL,False,False,2111,2.0,24.0,25.0,2002,1,26,21,Saturday
OTHER OFFENSE,RESIDENCE,False,False,522,5.0,24.0,25.0,2002,1,21,12,Monday
THEFT,OTHER,True,False,2122,2.0,24.0,25.0,2002,1,26,16,Saturday
PUBLIC PEACE VIOLATION,STREET,False,False,2233,22.0,24.0,25.0,2002,1,27,3,Sunday
BATTERY,APARTMENT,False,True,522,5.0,24.0,25.0,2002,1,27,5,Sunday
CRIMINAL DAMAGE,RESIDENCE,False,False,2232,22.0,24.0,25.0,2002,1,26,19,Saturday
CRIMINAL DAMAGE,STREET,False,False,2212,22.0,24.0,25.0,2002,1,27,0,Sunday
THEFT,STREET,False,False,513,5.0,24.0,25.0,2002,1,27,16,Sunday
THEFT,RESIDENCE,False,False,533,5.0,24.0,25.0,2002,1,27,20,Sunday
BURGLARY,RESIDENCE,False,False,531,5.0,24.0,25.0,2002,1,28,0,Monday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,27,14,Sunday
BURGLARY,RESIDENCE,False,False,512,5.0,24.0,25.0,2002,1,28,1,Monday
BATTERY,SIDEWALK,False,False,512,5.0,24.0,25.0,2002,1,28,0,Monday
WEAPONS VIOLATION,STREET,True,False,312,3.0,24.0,25.0,2002,1,26,20,Saturday
THEFT,STREET,False,False,522,5.0,24.0,25.0,2002,1,25,1,Friday
CRIMINAL DAMAGE,STREET,False,False,2234,22.0,24.0,25.0,2002,1,28,0,Monday
CRIMINAL DAMAGE,RESIDENCE,False,False,433,4.0,24.0,25.0,2002,1,27,11,Sunday
CRIMINAL DAMAGE,STREET,False,False,2212,22.0,24.0,25.0,2002,1,27,0,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,512,5.0,24.0,25.0,2002,1,27,20,Sunday
BATTERY,"SCHOOL, PRIVATE, BUILDING",False,False,2211,22.0,24.0,25.0,2002,1,27,17,Sunday
THEFT,"SCHOOL, PUBLIC, GROUNDS",False,False,511,5.0,24.0,25.0,2002,1,22,14,Tuesday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,19,19,Saturday
CRIMINAL DAMAGE,CHA APARTMENT,False,False,533,5.0,24.0,25.0,2002,1,27,16,Sunday
CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,True,False,312,3.0,24.0,25.0,2002,1,26,8,Saturday
ASSAULT,STREET,False,False,914,9.0,24.0,25.0,2002,1,27,15,Sunday
NARCOTICS,STREET,True,False,323,3.0,24.0,25.0,2002,1,22,18,Tuesday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,20,22,Sunday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,24,2,Thursday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,21,19,Monday
CRIMINAL TRESPASS,RESIDENCE,False,False,623,6.0,24.0,25.0,2002,1,28,14,Monday
BATTERY,CTA PLATFORM,False,False,312,3.0,24.0,25.0,2002,1,26,23,Saturday
BATTERY,HIGHWAY/EXPRESSWAY,False,True,511,5.0,24.0,25.0,2002,1,26,19,Saturday
BURGLARY,APARTMENT,False,False,623,6.0,24.0,25.0,2002,1,28,6,Monday
BURGLARY,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,28,15,Monday
LIQUOR LAW VIOLATION,STREET,True,False,513,5.0,24.0,25.0,2002,1,25,15,Friday
CRIMINAL TRESPASS,STREET,False,False,434,4.0,24.0,25.0,2002,1,28,8,Monday
NARCOTICS,RESIDENCE,True,False,312,3.0,24.0,25.0,2002,1,20,22,Sunday
CRIM SEXUAL ASSAULT,"SCHOOL, PUBLIC, GROUNDS",False,False,524,5.0,24.0,25.0,2002,1,29,2,Tuesday
BURGLARY,RESIDENCE,False,False,531,5.0,24.0,25.0,2002,1,29,0,Tuesday
THEFT,GROCERY FOOD STORE,False,False,524,5.0,24.0,25.0,2002,1,28,13,Monday
OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,False,False,531,5.0,24.0,25.0,2002,1,29,2,Tuesday
BATTERY,OTHER,True,False,312,3.0,24.0,25.0,2002,1,12,22,Saturday
BATTERY,APARTMENT,False,True,312,3.0,24.0,25.0,2002,1,26,20,Saturday
BATTERY,SIDEWALK,False,False,322,3.0,24.0,25.0,2002,1,26,18,Saturday
CRIMINAL DAMAGE,RESIDENCE-GARAGE,False,False,623,6.0,24.0,25.0,2002,1,28,9,Monday
NARCOTICS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,24,13,Thursday
BATTERY,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,28,22,Monday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,23,16,Wednesday
ASSAULT,RESIDENCE,True,True,511,5.0,24.0,25.0,2002,1,28,5,Monday
BURGLARY,RESIDENCE,False,False,511,5.0,24.0,25.0,2002,1,26,20,Saturday
BATTERY,STREET,False,False,513,5.0,24.0,25.0,2002,1,28,20,Monday
NARCOTICS,STREET,True,False,513,5.0,24.0,25.0,2002,1,21,18,Monday
ASSAULT,SMALL RETAIL STORE,False,False,2122,2.0,24.0,25.0,2002,1,28,9,Monday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,22,14,Tuesday
OTHER OFFENSE,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,27,3,Sunday
NARCOTICS,RESIDENCE PORCH/HALLWAY,True,False,312,3.0,24.0,25.0,2002,1,24,18,Thursday
NARCOTICS,ALLEY,True,False,522,5.0,24.0,25.0,2002,1,24,19,Thursday
BATTERY,SMALL RETAIL STORE,False,False,312,3.0,24.0,25.0,2002,1,27,18,Sunday
ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,24.0,25.0,2002,1,23,15,Wednesday
NARCOTICS,STREET,True,False,2233,22.0,24.0,25.0,2002,1,24,21,Thursday
ROBBERY,STREET,False,False,234,2.0,24.0,25.0,2002,1,25,15,Friday
THEFT,PARK PROPERTY,False,False,234,2.0,24.0,25.0,2002,1,25,19,Friday
BATTERY,CHA PARKING LOT/GROUNDS,True,False,211,2.0,24.0,25.0,2002,1,25,15,Friday
CRIMINAL DAMAGE,STREET,False,False,222,2.0,24.0,25.0,2002,1,26,21,Saturday
OTHER OFFENSE,APARTMENT,True,True,234,2.0,24.0,25.0,2002,1,26,15,Saturday
CRIMINAL DAMAGE,STREET,False,False,433,4.0,24.0,25.0,2002,1,29,11,Tuesday
DECEPTIVE PRACTICE,GROCERY FOOD STORE,False,False,432,4.0,24.0,25.0,2002,1,24,13,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,834,8.0,24.0,25.0,2002,1,12,16,Saturday
BATTERY,HOSPITAL BUILDING/GROUNDS,True,False,522,5.0,24.0,25.0,2002,1,30,0,Wednesday
NARCOTICS,STREET,True,False,522,5.0,24.0,25.0,2002,1,26,10,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,513,5.0,24.0,25.0,2002,1,27,16,Sunday
BATTERY,APARTMENT,False,True,533,5.0,24.0,25.0,2002,1,29,18,Tuesday
BATTERY,CHA PARKING LOT/GROUNDS,True,False,533,5.0,24.0,25.0,2002,1,28,22,Monday
BATTERY,APARTMENT,False,True,522,5.0,24.0,25.0,2002,1,29,22,Tuesday
ASSAULT,APARTMENT,False,False,312,3.0,24.0,25.0,2002,1,28,20,Monday
BATTERY,CTA BUS,False,False,434,4.0,24.0,25.0,2002,1,29,13,Tuesday
PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",True,False,2112,2.0,24.0,25.0,2002,1,18,13,Friday
NARCOTICS,STREET,True,False,832,8.0,24.0,25.0,2002,1,26,12,Saturday
BATTERY,SIDEWALK,False,False,2234,22.0,24.0,25.0,2002,1,29,1,Tuesday
ROBBERY,RESIDENCE PORCH/HALLWAY,False,False,513,5.0,24.0,25.0,2002,1,30,3,Wednesday
THEFT,STREET,False,False,531,5.0,24.0,25.0,2002,1,28,9,Monday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,26,22,Saturday
WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,False,False,533,5.0,24.0,25.0,2002,1,28,15,Monday
ASSAULT,RESIDENCE,False,False,532,5.0,24.0,25.0,2002,1,29,15,Tuesday
BATTERY,RESIDENCE,True,True,524,5.0,24.0,25.0,2002,1,29,18,Tuesday
BATTERY,RESIDENCE,False,False,2234,22.0,24.0,25.0,2002,1,29,15,Tuesday
NARCOTICS,STREET,True,False,512,5.0,24.0,25.0,2002,1,28,2,Monday
THEFT,DRUG STORE,True,False,2122,2.0,24.0,25.0,2002,1,29,23,Tuesday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,2211,22.0,24.0,25.0,2002,1,25,13,Friday
ASSAULT,SIDEWALK,False,False,523,5.0,24.0,25.0,2002,1,29,13,Tuesday
CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",False,False,2211,22.0,24.0,25.0,2002,1,28,12,Monday
THEFT,"SCHOOL, PUBLIC, BUILDING",False,False,2211,22.0,24.0,25.0,2002,1,24,12,Thursday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,2212,22.0,24.0,25.0,2002,1,29,13,Tuesday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,27,1,Sunday
CRIMINAL DAMAGE,RESIDENCE,False,True,2234,22.0,24.0,25.0,2002,1,30,5,Wednesday
NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,312,3.0,24.0,25.0,2002,1,26,22,Saturday
BATTERY,STREET,False,False,2211,22.0,24.0,25.0,2002,1,29,17,Tuesday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,26,17,Saturday
NARCOTICS,VACANT LOT/LAND,True,False,312,3.0,24.0,25.0,2002,1,27,1,Sunday
NARCOTICS,RESIDENCE,True,False,524,5.0,24.0,25.0,2002,1,26,1,Saturday
THEFT,BARBERSHOP,False,False,531,5.0,24.0,25.0,2002,1,29,19,Tuesday
THEFT,GROCERY FOOD STORE,True,False,512,5.0,24.0,25.0,2002,1,28,13,Monday
ASSAULT,SMALL RETAIL STORE,False,False,512,5.0,24.0,25.0,2002,1,29,12,Tuesday
NARCOTICS,STREET,True,False,312,3.0,24.0,25.0,2002,1,25,11,Friday
BURGLARY,COMMERCIAL / BUSINESS OFFICE,False,False,524,5.0,24.0,25.0,2002,1,29,20,Tuesday
CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,False,False,513,5.0,24.0,25.0,2002,1,29,11,Tuesday
OTHER OFFENSE,STREET,True,False,224,2.0,24.0,25.0,2002,1,28,9,Monday
CRIMINAL DAMAGE,APARTMENT,False,False,234,2.0,24.0,25.0,2002,1,28,13,Monday
CRIMINAL DAMAGE,APARTMENT,False,False,211,2.0,24.0,25.0,2002,1,25,20,Friday
OTHER OFFENSE,APARTMENT,True,True,234,2.0,24.0,25.0,2002,1,27,16,Sunday
PUBLIC PEACE VIOLATION,RESIDENCE,False,False,2212,22.0,24.0,25.0,2002,1,31,0,Thursday
MOTOR VEHICLE THEFT,STREET,False,False,2212,22.0,24.0,25.0,2002,1,30,20,Wednesday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,432,4.0,24.0,25.0,2002,1,18,19,Friday
CRIMINAL DAMAGE,STREET,False,False,434,4.0,24.0,25.0,2002,1,29,19,Tuesday
ROBBERY,STREET,False,False,532,5.0,24.0,25.0,2002,1,30,16,Wednesday
DECEPTIVE PRACTICE,POLICE FACILITY/VEH PARKING LOT,False,False,531,5.0,24.0,25.0,2002,1,29,7,Tuesday
